Date,Open,High,Low,Close,Adj Close,Volume
2023-05-18,10.460000,11.810000,10.390000,11.740000,11.740000,171402300
2023-05-19,11.970000,12.410000,11.520000,11.710000,11.710000,148321300
2023-05-22,11.620000,12.105000,11.390000,11.840000,11.840000,76377100
2023-05-23,11.950000,13.420000,11.870000,12.640000,12.640000,148701800
2023-05-24,12.050000,12.430000,11.820000,12.230000,12.230000,90496900
2023-05-25,13.180000,13.220000,12.340000,12.840000,12.840000,106557800
2023-05-26,12.840000,14.195000,12.820000,13.650000,13.650000,127311200
2023-05-30,14.440000,15.005000,14.240000,14.710000,14.710000,159089300
2023-05-31,14.190000,14.790000,13.820000,14.710000,14.710000,130392200
2023-06-01,14.460000,15.220000,14.200000,14.540000,14.540000,126015100
2023-06-02,14.650000,15.030000,14.160000,14.520000,14.520000,79328400
2023-06-05,14.365000,15.700000,14.365000,15.240000,15.240000,109017800
2023-06-06,15.300000,15.580000,14.920000,15.460000,15.460000,74284300
2023-06-07,16.010000,17.160000,14.520000,14.690000,14.690000,227244100
2023-06-08,14.440000,15.590000,14.390000,15.190000,15.190000,115591600
2023-06-09,15.360000,15.980000,14.820000,15.020000,15.020000,93983400
2023-06-12,15.440000,16.030001,15.330000,15.650000,15.650000,89900400
2023-06-13,16.180000,16.270000,15.163000,16.000000,16.000000,112765900
2023-06-14,15.930000,16.190001,15.440000,15.910000,15.910000,70871900
2023-06-15,15.660000,16.790001,15.490000,16.600000,16.600000,91200900
2023-06-16,16.870001,16.910000,16.010000,16.299999,16.299999,90473900
2023-06-20,15.990000,16.889999,15.580000,15.790000,15.790000,81335000
2023-06-21,15.660000,15.755000,14.370000,14.640000,14.640000,97885000
2023-06-22,14.300000,14.440000,13.860000,14.050000,14.050000,103461000
2023-06-23,13.640000,14.140000,13.560000,14.030000,14.030000,74640600
2023-06-26,13.870000,14.420000,13.830000,13.940000,13.940000,50679900
2023-06-27,14.220000,14.760000,13.960000,14.610000,14.610000,55410500
2023-06-28,14.530000,15.430000,14.465000,15.280000,15.280000,66001000
2023-06-29,15.400000,15.570000,15.060000,15.200000,15.200000,46300900
2023-06-30,15.480000,15.800000,15.230000,15.330000,15.330000,42081000
2023-07-03,15.490000,15.590000,15.190000,15.520000,15.520000,26037400
2023-07-05,15.425000,15.770000,15.230000,15.700000,15.700000,39179900
2023-07-06,15.320000,15.383000,14.620000,15.130000,15.130000,56534000
2023-07-07,15.230000,15.900000,15.190000,15.340000,15.340000,48109800
2023-07-10,15.370000,16.330000,14.945000,16.299999,16.299999,62823600
2023-07-11,16.469999,16.930000,16.150000,16.490000,16.490000,63236600
2023-07-12,16.780001,16.940001,16.410000,16.590000,16.590000,50079400
2023-07-13,16.700001,17.260000,16.631001,16.740000,16.740000,58397800
2023-07-14,16.760000,17.000000,16.270000,16.400000,16.400000,45018700
2023-07-17,16.420000,17.590000,16.320000,17.400000,17.400000,63505000
2023-07-18,17.879999,18.129999,17.190001,18.080000,18.080000,87365700
2023-07-19,18.020000,18.995001,17.760000,18.049999,18.049999,89044600
2023-07-20,17.540001,18.000000,16.980000,17.129999,17.129999,62711600
2023-07-21,17.469999,17.490000,16.000000,16.430000,16.430000,63260300
2023-07-24,16.610001,16.690001,16.120001,16.320000,16.320000,36133600
2023-07-25,16.350000,16.860001,16.350000,16.549999,16.549999,36612900
2023-07-26,16.400000,16.690001,16.129999,16.430000,16.430000,35804800
2023-07-27,16.799999,17.190001,16.000000,16.150000,16.150000,50685200
2023-07-28,17.209999,17.969999,16.740000,17.809999,17.809999,106125600
2023-07-31,18.820000,19.995001,18.379999,19.840000,19.840000,142173800
2023-08-01,19.459999,20.240000,19.230000,19.990000,19.990000,99336200
2023-08-02,19.260000,19.620001,18.150000,18.969999,18.969999,98215800
2023-08-03,18.629999,19.299999,18.610001,18.709999,18.709999,54345900
2023-08-04,18.874001,19.080000,18.080000,18.200001,18.200001,71979800
2023-08-07,18.250000,18.389999,17.010000,17.990000,17.990000,133808400
2023-08-08,17.490000,17.490000,16.100000,17.040001,17.040001,143014200
2023-08-09,16.760000,16.920000,15.100000,15.250000,15.250000,126230400
2023-08-10,15.440000,15.870000,15.250000,15.410000,15.410000,73129100
2023-08-11,15.050000,15.580000,14.910000,15.410000,15.410000,56489900
2023-08-14,15.200000,15.740000,14.950000,15.720000,15.720000,47511400
2023-08-15,15.610000,15.870000,15.290000,15.370000,15.370000,44000400
2023-08-16,15.210000,15.725000,15.120000,15.450000,15.450000,40394600
2023-08-17,15.390000,15.437000,14.035000,14.150000,14.150000,91086700
2023-08-18,13.880000,14.600000,13.680000,14.400000,14.400000,70047000
2023-08-21,14.420000,14.780000,14.340000,14.500000,14.500000,43206200
2023-08-22,14.760000,15.130000,14.630000,14.670000,14.670000,52106900
2023-08-23,14.500000,15.470000,14.420000,15.300000,15.300000,53523300
2023-08-24,15.700000,15.710000,13.875000,14.140000,14.140000,93586200
2023-08-25,14.140000,14.650000,14.010000,14.530000,14.530000,55668900
2023-08-28,14.690000,14.880000,14.500000,14.640000,14.640000,35964700
2023-08-29,14.600000,15.630000,14.500000,15.400000,15.400000,47213200
2023-08-30,15.460000,16.350000,15.330000,16.330000,16.330000,65674100
2023-08-31,15.600000,15.850000,14.650000,14.980000,14.980000,101517200
2023-09-01,15.160000,15.365000,14.830000,15.180000,15.180000,45107800
2023-09-05,15.080000,15.420000,14.900000,15.210000,15.210000,33818400
2023-09-06,15.170000,15.620000,15.080000,15.300000,15.300000,38738100
2023-09-07,14.880000,15.240000,14.290000,15.210000,15.210000,51798800
2023-09-08,15.120000,15.610000,15.085000,15.130000,15.130000,33862000
2023-09-11,15.410000,16.100000,15.360000,15.790000,15.790000,55294700
2023-09-12,15.460000,16.150000,15.430000,15.590000,15.590000,39497900
2023-09-13,15.630000,15.850000,15.420000,15.600000,15.600000,34354400
2023-09-14,15.690000,16.040001,15.470000,15.830000,15.830000,38572500
2023-09-15,15.770000,15.900000,15.170000,15.330000,15.330000,56161900
2023-09-18,15.180000,15.630000,15.070000,15.460000,15.460000,37404100
2023-09-19,15.340000,15.519000,14.950000,15.150000,15.150000,37804800
2023-09-20,15.250000,15.425000,14.733000,14.740000,14.740000,37640500
2023-09-21,14.340000,14.599000,13.680000,14.000000,14.000000,72831500
2023-09-22,14.230000,14.415000,14.030000,14.130000,14.130000,47714500
2023-09-25,14.000000,14.240000,13.820000,14.220000,14.220000,39693900
2023-09-26,13.950000,14.170000,13.880000,13.960000,13.960000,37276200
2023-09-27,14.200000,14.960000,14.160000,14.850000,14.850000,62780600
2023-09-28,15.140000,15.960000,14.825000,15.770000,15.770000,66590800
2023-09-29,16.110001,16.809999,15.960000,16.000000,16.000000,77919600
2023-10-02,16.030001,16.440001,15.770000,15.880000,15.880000,41043900
2023-10-03,15.610000,15.770000,14.820000,14.900000,14.900000,51578100
2023-10-04,15.460000,15.850000,15.160000,15.730000,15.730000,52786200
2023-10-05,15.560000,15.900000,15.410000,15.810000,15.810000,49648100
2023-10-06,15.560000,16.695000,15.510000,16.610001,16.610001,65511400
2023-10-09,16.250000,17.830000,16.219999,17.610001,17.610001,106161200
2023-10-10,18.059999,18.400000,17.620001,17.799999,17.799999,99971500
2023-10-11,17.870001,18.440001,17.730000,17.920000,17.920000,55745600
2023-10-12,17.920000,18.240000,17.551001,17.940001,17.940001,57940900
2023-10-13,18.059999,18.160000,17.270000,17.360001,17.360001,54541600
2023-10-16,17.209999,17.459999,16.670000,17.360001,17.360001,44987300
2023-10-17,17.000000,18.030001,16.910000,17.840000,17.840000,54401300
2023-10-18,17.809999,18.219999,17.190001,17.200001,17.200001,44208300
2023-10-19,17.440001,17.580000,16.969999,17.059999,17.059999,46303200
2023-10-20,16.850000,16.940001,15.810000,16.110001,16.110001,63738300
2023-10-23,15.900000,16.340000,15.210000,16.200001,16.200001,55967200
2023-10-24,16.379999,16.930000,16.299999,16.639999,16.639999,39833800
2023-10-25,16.570000,16.629999,15.580000,15.590000,15.590000,46706500
2023-10-26,15.600000,15.910000,15.050000,15.290000,15.290000,49351800
2023-10-27,15.480000,15.600000,14.960000,15.070000,15.070000,39913600
2023-10-30,15.270000,15.290000,14.560000,14.690000,14.690000,46886400
2023-10-31,14.580000,15.010000,14.550000,14.800000,14.800000,40195400
2023-11-01,14.800000,14.960000,14.480000,14.920000,14.920000,54419100
2023-11-02,17.480000,18.299999,17.209999,17.969999,17.969999,170406800
2023-11-03,18.020000,19.079000,17.760000,18.889999,18.889999,109039500
2023-11-06,18.990000,19.080000,17.930000,18.540001,18.540001,79952600
2023-11-07,18.860001,19.170000,18.530001,18.799999,18.799999,56289100
2023-11-08,18.850000,18.930000,18.150000,18.490000,18.490000,46063100
2023-11-09,18.660000,18.870001,18.160000,18.270000,18.270000,48454200
2023-11-10,18.155001,19.719999,18.059999,19.670000,19.670000,92748000
2023-11-13,19.590000,19.879999,19.299999,19.709999,19.709999,74877500
2023-11-14,20.000000,20.100000,19.500000,19.940001,19.940001,83230500
2023-11-15,19.900000,20.370001,19.611000,19.950001,19.950001,75533500
2023-11-16,19.799999,19.875000,19.290001,19.770000,19.770000,49942800
2023-11-17,19.680000,20.580000,19.659000,20.490000,20.490000,69497400
2023-11-20,20.650000,21.600000,20.559999,21.340000,21.340000,90270000
2023-11-21,21.110001,21.850000,19.719999,19.799999,19.799999,106643300
2023-11-22,20.260000,20.440001,19.330000,19.690001,19.690001,68326000
2023-11-24,19.379999,19.600000,18.930000,19.200001,19.200001,39800400
2023-11-27,19.129999,19.500000,18.620001,19.080000,19.080000,58808200
2023-11-28,19.110001,19.799999,19.030001,19.709999,19.709999,54170700
2023-11-29,19.945000,20.309999,19.780001,19.840000,19.840000,62782100
2023-11-30,19.940001,20.230000,19.680000,20.049999,20.049999,55501000
2023-12-01,19.930000,20.290001,19.549999,20.270000,20.270000,61336000
2023-12-04,19.750000,19.900000,18.270000,18.400000,18.400000,104948500
2023-12-05,18.250000,18.549999,17.959999,18.299999,18.299999,54460800
2023-12-06,17.690001,17.830000,17.049999,17.129999,17.129999,96111000
2023-12-07,17.219999,17.480000,17.080000,17.219999,17.219999,56455000
2023-12-08,17.180000,17.920000,17.090000,17.770000,17.770000,57404600
2023-12-11,17.969999,18.280001,17.700001,17.770000,17.770000,50929600
2023-12-12,17.690001,17.879999,17.230000,17.500000,17.500000,46231900
2023-12-13,17.650000,17.900000,17.219999,17.870001,17.870001,52682600
2023-12-14,18.170000,18.580000,17.719999,18.209999,18.209999,67462800
2023-12-15,18.670000,19.150000,18.040001,18.200001,18.200001,93004400
2023-12-18,18.209999,18.575001,17.770000,17.840000,17.840000,60188100
2023-12-19,17.980000,18.190001,17.840000,17.950001,17.950001,43530300
2023-12-20,17.870001,17.920000,17.190001,17.250000,17.250000,58666900
2023-12-21,17.530001,17.740000,17.420000,17.590000,17.590000,30493600
2023-12-22,17.700001,17.700001,17.325001,17.410000,17.410000,33615000
2023-12-26,17.440001,17.745001,17.330000,17.680000,17.680000,31750700
2023-12-27,17.780001,17.910000,17.450001,17.469999,17.469999,32918400
2023-12-28,17.459999,17.840000,17.420000,17.559999,17.559999,38990000
2023-12-29,17.520000,17.639999,17.100000,17.170000,17.170000,38805000
2024-01-02,16.950001,16.950001,16.500000,16.580000,16.580000,41626700
2024-01-03,16.120001,16.379999,16.010000,16.090000,16.090000,46865200
2024-01-04,16.049999,16.580000,15.950000,16.250000,16.250000,39937700
2024-01-05,15.700000,16.128000,15.664000,15.980000,15.980000,57628800
2024-01-08,16.219999,16.889999,16.139999,16.670000,16.670000,49090000
2024-01-09,16.510000,16.629999,16.280001,16.389999,16.389999,35794500
2024-01-10,16.500000,17.030001,16.400000,16.790001,16.790001,41254400
2024-01-11,16.809999,16.930000,16.170000,16.680000,16.680000,39552400
2024-01-12,16.680000,17.059999,16.620001,16.760000,16.760000,33861400
2024-01-16,16.590000,16.740000,16.290001,16.530001,16.530001,32659300
2024-01-17,16.260000,16.410000,16.049999,16.389999,16.389999,30832800
2024-01-18,16.750000,16.809999,16.100000,16.400000,16.400000,35239700
2024-01-19,16.570000,16.780001,16.150000,16.780001,16.780001,40538700
2024-01-22,17.459999,18.350000,17.430000,17.600000,17.600000,85573900
2024-01-23,17.639999,17.730000,17.200001,17.330000,17.330000,37794300
2024-01-24,17.510000,17.650000,16.735001,16.750000,16.750000,42710700
2024-01-25,16.920000,17.000000,16.309999,16.459999,16.459999,44589000
2024-01-26,16.400000,16.750000,16.340000,16.350000,16.350000,28612200
2024-01-29,16.450001,17.110001,16.430000,17.090000,17.090000,35987800
2024-01-30,17.040001,17.240000,16.660000,16.740000,16.740000,36388200
2024-01-31,16.410000,16.760000,16.070000,16.090000,16.090000,43582500
2024-02-01,16.209999,16.487000,16.030001,16.330000,16.330000,40454400
2024-02-02,16.340000,17.020000,16.145000,17.020000,17.020000,56983900
2024-02-05,17.559999,17.870001,16.480000,16.719999,16.719999,167698300
2024-02-06,20.299999,22.180000,19.760000,21.870001,21.870001,420501900
2024-02-07,21.600000,23.870001,21.379999,23.600000,23.600000,254911100
2024-02-08,23.959999,25.059999,23.320000,24.510000,24.510000,212671100
2024-02-09,25.040001,25.110001,23.570000,24.379999,24.379999,149062000
2024-02-12,23.910000,25.525000,23.820000,25.049999,25.049999,108173000
2024-02-13,23.530001,24.660000,23.309999,24.010000,24.010000,102293300
2024-02-14,24.150000,25.500000,23.754999,25.190001,25.190001,97227900
2024-02-15,25.040001,25.459999,24.709999,25.410000,25.410000,70544300
2024-02-16,24.959999,25.495001,24.389999,24.440001,24.440001,65212100
2024-02-20,23.840000,24.000000,22.715000,23.400000,23.400000,93374300
2024-02-21,22.299999,22.930000,22.290001,22.740000,22.740000,60411500
2024-02-22,23.770000,23.950001,23.049999,23.590000,23.590000,64458200
2024-02-23,23.530001,24.070000,22.820000,22.969999,22.969999,48840800
2024-02-26,23.030001,23.879999,22.940001,23.559999,23.559999,46499500
2024-02-27,23.760000,24.620001,23.719999,24.530001,24.530001,64967400
2024-02-28,24.520000,24.840000,24.245001,24.420000,24.420000,47314000
2024-02-29,24.809999,25.292999,24.360001,25.080000,25.080000,62753300
2024-03-01,25.299999,25.690001,24.535000,24.930000,24.930000,63090500
2024-03-04,24.400000,24.580000,23.530001,24.040001,24.040001,64320000
2024-03-05,23.959999,24.409000,23.430000,23.809999,23.809999,49542300
2024-03-06,25.750000,26.750000,24.530001,26.160000,26.160000,207386900
2024-03-07,27.010000,27.500000,26.379999,26.459999,26.459999,117519300
2024-03-08,27.190001,27.280001,25.809999,26.040001,26.040001,83969300
2024-03-11,25.889999,26.830000,25.290001,25.350000,25.350000,60829300
2024-03-12,25.570000,25.639999,24.350000,24.700001,24.700001,75202600
2024-03-13,24.700001,25.440001,24.600000,25.000000,25.000000,59713000
2024-03-14,24.830000,24.969999,24.139999,24.430000,24.430000,49214800
2024-03-15,23.850000,24.100000,23.420000,23.490000,23.490000,61270500
2024-03-18,23.770000,24.180000,23.320000,24.000000,24.000000,44083000
2024-03-19,23.500000,23.830000,22.920000,23.799999,23.799999,43247200
2024-03-20,23.770000,24.650000,23.670000,24.570000,24.570000,40273800
2024-03-21,25.299999,25.330000,24.440001,24.490000,24.490000,37099600
2024-03-22,24.200001,24.475000,24.020000,24.180000,24.180000,25354300
2024-03-25,24.120001,24.620001,24.049999,24.510000,24.510000,29255900
2024-03-26,24.760000,25.469999,24.469999,24.889999,24.889999,43610500
2024-03-27,25.000000,25.480000,24.260000,24.510000,24.510000,38600100
2024-03-28,24.170000,24.280001,22.940001,23.010000,23.010000,70008200
2024-04-01,22.980000,23.209999,22.400000,22.860001,22.860001,40915300
